file_index,Explicit Mentions,Implicit Mentions,BPD Names,Role Summary,Examples,Importance Score,cles,Entity,Groupe
41,1,2,World Bank,"Les BPD, en particulier la Banque mondiale et le FMI, sont décrites comme impliquées dans le dialogue politique, offrant des perspectives sur les politiques macroéconomiques et le développement durable, et collaborant dans l'implémentation de projets avec des communautés locales pour améliorer l'efficacité et l'impact des projets à travers la gestion des risques et l'innovation technologique. Elles participent aussi à des initiatives de recherche conjointes et à des forums mondiaux pour influencer l'agenda économique global.",International Monetary Fund & World Bank engaging in critical policy dialogues...; Civil Society Organizations (CSO) member of World Bank and IMF...,4,GCRI,GCRI,CSOs and Other Organizations
42,1,3,World Bank,"Les banques publiques de développement sont implicites dans plusieurs domaines, notamment la collaboration avec le secteur public et privé pour gérer les risques globaux, améliorer la résilience et favoriser le développement durable. Elles sont mentionnées dans le contexte de l'engagement de la société civile, des opérations de secours humanitaires et de la préparation aux catastrophes, même si les rôles spécifiques ne sont pas détaillés.","Civil Society Organizations (CSO) member of World Bank and IMF (since 2019); Slow fund disbursement: Traditional financing mechanisms are often too slow to release funds based on forecasts.; Facilitates seamless collaboration between governments, NGOs, and private sector entities.",3,GCRI Observatory,GCRI Observatory,CSOs and Other Organizations
42,1,3,International Monetary Fund,"Les banques publiques de développement sont implicites dans plusieurs domaines, notamment la collaboration avec le secteur public et privé pour gérer les risques globaux, améliorer la résilience et favoriser le développement durable. Elles sont mentionnées dans le contexte de l'engagement de la société civile, des opérations de secours humanitaires et de la préparation aux catastrophes, même si les rôles spécifiques ne sont pas détaillés.","Civil Society Organizations (CSO) member of World Bank and IMF (since 2019); Slow fund disbursement: Traditional financing mechanisms are often too slow to release funds based on forecasts.; Facilitates seamless collaboration between governments, NGOs, and private sector entities.",3,GCRI Observatory,GCRI Observatory,CSOs and Other Organizations
43,3,2,public development banks,"Les banques publiques de d\u00e9veloppement (BPD) sont d\u00e9crites dans le texte comme des acteurs cl\u00e9s collaborant avec la philanthropie pour mobiliser des ressources fin\u00e8res et techniques vers le d\u00e9veloppement durable dans les \u00e9conomies \u00e9mergentes. Elles sont particuli\u00e8rement importantes en fournissant un financement structur\u00e9 et des connaissances techniques qui, combin\u00e9s avec l'innovation et la r\u00e9activit\u00e9 des organisations philanthropiques, cr\u00e9ent un cadre robuste pour attirer des investissements priv\u00e9s suppl\u00e9mentaires.","En notre publication \u00ab Public Development Banks and Philanthropies: No Longer Strangers \u00bb, nous avons explor\u00e9 le potentiel de certaines outils, comme les blended finance, pour aligner les objectifs de philanthropie organisations et les banques de d\u00e9veloppement en la mobilisation de investissements vers le d\u00e9veloppement durable.; Bien que les alliances pivotales entre les BPD et la philanthropie offrent leurs forces uniques, \u00e0 savoir les connaissances techniques et le financement structur\u00e9 pour les BPD avec l'innovation et la flexibilit\u00e9 venue des institutions philanthropiques.; Les BPD apportent du financement structur\u00e9 et des connaissances techniques, tandis que les philanthropies offrent innovation et flexibilit\u00e9.",4,GDFE Argentina,GDFE Argentina,CSOs and Other Organizations
44,7,2,World Bank,"Les banques publiques de développement (BPD), y compris les banques multilatérales et nationales, sont décrites dans le texte comme ayant un rôle crucial dans le financement de grands projets d'infrastructure. Elles sont encouragées à intégrer des critères explicites de genre et de race dans leurs structures de financement pour éviter de perpétuer les inégalités structurelles qui affectent les communautés vulnérables, notamment les populations d'ascendance africaine. Les BPD devraient également évaluer les impacts économiques, sociaux et environnementaux de leurs projets pour assurer qu'ils bénéficient réellement aux communautés qu'ils desservent. Elles sont également mentionnées comme potentiellement impliquées dans le soutien à l'autonomisation économique par des programmes de microcrédit destinés particulièrement aux femmes d'ascendance africaine.","It is imperative that multilateral and national development banks, which play a critical role in financing large infrastructure projects, explicitly integrate gender and race criteria into their financing structures.; Criteria that ensure multilateral, national development banks, and commercial banks evaluate the economic, social, and environmental impacts on communities of African descent to avoid perpetuating structural inequalities.; Multilateral and national development banks should be encouraged to adopt these initiatives in their financing programs, promoting the development of small and medium-sized businesses led by women of African descent.",4,Geledes,Geledes,CSOs and Other Organizations
45,2,3,Multilateral Development Banks,"Les banques publiques de développement jouent un rôle crucial dans la mise en place d'infrastructures de financement pour le développement durable, en adaptant les ressources aux besoins locaux, notamment à travers les banques de développement locales et sous-nationales. Elles sont également sollicitées pour réformer la gouvernance des institutions financières internationales, accroître le financement concessional et rendre les décisions économiques plus inclusives et conformes aux droits de l'homme. De plus, leur rôle est vital pour le financement climatique, notamment par des mécanismes innovants tels que les fonds verts.","This could include a cascade of development banking infrastructure based on local needs, including subnational and local development banks.; Reform the International Financial Institutions and Multilateral Development Banks governance, structure and practices to...",4,Gestos,Gestos,CSOs and Other Organizations
45,2,3,green fund,"Les banques publiques de développement jouent un rôle crucial dans la mise en place d'infrastructures de financement pour le développement durable, en adaptant les ressources aux besoins locaux, notamment à travers les banques de développement locales et sous-nationales. Elles sont également sollicitées pour réformer la gouvernance des institutions financières internationales, accroître le financement concessional et rendre les décisions économiques plus inclusives et conformes aux droits de l'homme. De plus, leur rôle est vital pour le financement climatique, notamment par des mécanismes innovants tels que les fonds verts.","This could include a cascade of development banking infrastructure based on local needs, including subnational and local development banks.; Reform the International Financial Institutions and Multilateral Development Banks governance, structure and practices to...",4,Gestos,Gestos,CSOs and Other Organizations
45,2,3,climate adaptation fund,"Les banques publiques de développement jouent un rôle crucial dans la mise en place d'infrastructures de financement pour le développement durable, en adaptant les ressources aux besoins locaux, notamment à travers les banques de développement locales et sous-nationales. Elles sont également sollicitées pour réformer la gouvernance des institutions financières internationales, accroître le financement concessional et rendre les décisions économiques plus inclusives et conformes aux droits de l'homme. De plus, leur rôle est vital pour le financement climatique, notamment par des mécanismes innovants tels que les fonds verts.","This could include a cascade of development banking infrastructure based on local needs, including subnational and local development banks.; Reform the International Financial Institutions and Multilateral Development Banks governance, structure and practices to...",4,Gestos,Gestos,CSOs and Other Organizations
45,2,3,global fund to fight aids,"Les banques publiques de développement jouent un rôle crucial dans la mise en place d'infrastructures de financement pour le développement durable, en adaptant les ressources aux besoins locaux, notamment à travers les banques de développement locales et sous-nationales. Elles sont également sollicitées pour réformer la gouvernance des institutions financières internationales, accroître le financement concessional et rendre les décisions économiques plus inclusives et conformes aux droits de l'homme. De plus, leur rôle est vital pour le financement climatique, notamment par des mécanismes innovants tels que les fonds verts.","This could include a cascade of development banking infrastructure based on local needs, including subnational and local development banks.; Reform the International Financial Institutions and Multilateral Development Banks governance, structure and practices to...",4,Gestos,Gestos,CSOs and Other Organizations
45,2,3,tuberculosis and malaria,"Les banques publiques de développement jouent un rôle crucial dans la mise en place d'infrastructures de financement pour le développement durable, en adaptant les ressources aux besoins locaux, notamment à travers les banques de développement locales et sous-nationales. Elles sont également sollicitées pour réformer la gouvernance des institutions financières internationales, accroître le financement concessional et rendre les décisions économiques plus inclusives et conformes aux droits de l'homme. De plus, leur rôle est vital pour le financement climatique, notamment par des mécanismes innovants tels que les fonds verts.","This could include a cascade of development banking infrastructure based on local needs, including subnational and local development banks.; Reform the International Financial Institutions and Multilateral Development Banks governance, structure and practices to...",4,Gestos,Gestos,CSOs and Other Organizations
46,4,2,African Development Bank,"Les banques publiques de développement jouent plusieurs rôles dans ce texte. Elles sont impliquées dans la mise en place de mécanismes utilisant les Droits de Tirage Spéciaux (SDR) pour le financement du développement et du climat, en particulier avec la Banque africaine de développement qui initie l'utilisation des SDR pour du capital hybride. Elles sont aussi mentionnées dans le cadre de la mise en place de clauses de pause de la dette, qui pourraient aider les pays touchés par des chocs externes. Les BPD ont un rôle clé dans le recyclage des SDR pour des investissements durables, et elles pourraient également être impliquées dans des initiatives pour la transparence et le suivi de la finance climatique.","Ensuring that the new mechanism of the African Development Bank (AfDB) can start working, paving the way for other MDBs to set up similar mechanisms.; As part of the FfD4 process, the international community could agree to include these clauses by default in any new loan agreements: This should include all relevant bilateral development banks and development finance institutions.; Multilateral Development Banks (MDBs) appear to be the most fruitful channel for immediate recycling, with the added advantage that SDRs used in hybrid capital arrangements can leverage even further lending.; The World Bank example is cited for implementing debt pause clauses for natural disasters.",3,Global Citizen,Global Citizen,CSOs and Other Organizations
46,4,2,World Bank,"Les banques publiques de développement jouent plusieurs rôles dans ce texte. Elles sont impliquées dans la mise en place de mécanismes utilisant les Droits de Tirage Spéciaux (SDR) pour le financement du développement et du climat, en particulier avec la Banque africaine de développement qui initie l'utilisation des SDR pour du capital hybride. Elles sont aussi mentionnées dans le cadre de la mise en place de clauses de pause de la dette, qui pourraient aider les pays touchés par des chocs externes. Les BPD ont un rôle clé dans le recyclage des SDR pour des investissements durables, et elles pourraient également être impliquées dans des initiatives pour la transparence et le suivi de la finance climatique.","Ensuring that the new mechanism of the African Development Bank (AfDB) can start working, paving the way for other MDBs to set up similar mechanisms.; As part of the FfD4 process, the international community could agree to include these clauses by default in any new loan agreements: This should include all relevant bilateral development banks and development finance institutions.; Multilateral Development Banks (MDBs) appear to be the most fruitful channel for immediate recycling, with the added advantage that SDRs used in hybrid capital arrangements can leverage even further lending.; The World Bank example is cited for implementing debt pause clauses for natural disasters.",3,Global Citizen,Global Citizen,CSOs and Other Organizations
46,4,2,inter-american bank (iab),"Les banques publiques de développement jouent plusieurs rôles dans ce texte. Elles sont impliquées dans la mise en place de mécanismes utilisant les Droits de Tirage Spéciaux (SDR) pour le financement du développement et du climat, en particulier avec la Banque africaine de développement qui initie l'utilisation des SDR pour du capital hybride. Elles sont aussi mentionnées dans le cadre de la mise en place de clauses de pause de la dette, qui pourraient aider les pays touchés par des chocs externes. Les BPD ont un rôle clé dans le recyclage des SDR pour des investissements durables, et elles pourraient également être impliquées dans des initiatives pour la transparence et le suivi de la finance climatique.","Ensuring that the new mechanism of the African Development Bank (AfDB) can start working, paving the way for other MDBs to set up similar mechanisms.; As part of the FfD4 process, the international community could agree to include these clauses by default in any new loan agreements: This should include all relevant bilateral development banks and development finance institutions.; Multilateral Development Banks (MDBs) appear to be the most fruitful channel for immediate recycling, with the added advantage that SDRs used in hybrid capital arrangements can leverage even further lending.; The World Bank example is cited for implementing debt pause clauses for natural disasters.",3,Global Citizen,Global Citizen,CSOs and Other Organizations
46,4,2,european bank for reconstruction and development (ebrd),"Les banques publiques de développement jouent plusieurs rôles dans ce texte. Elles sont impliquées dans la mise en place de mécanismes utilisant les Droits de Tirage Spéciaux (SDR) pour le financement du développement et du climat, en particulier avec la Banque africaine de développement qui initie l'utilisation des SDR pour du capital hybride. Elles sont aussi mentionnées dans le cadre de la mise en place de clauses de pause de la dette, qui pourraient aider les pays touchés par des chocs externes. Les BPD ont un rôle clé dans le recyclage des SDR pour des investissements durables, et elles pourraient également être impliquées dans des initiatives pour la transparence et le suivi de la finance climatique.","Ensuring that the new mechanism of the African Development Bank (AfDB) can start working, paving the way for other MDBs to set up similar mechanisms.; As part of the FfD4 process, the international community could agree to include these clauses by default in any new loan agreements: This should include all relevant bilateral development banks and development finance institutions.; Multilateral Development Banks (MDBs) appear to be the most fruitful channel for immediate recycling, with the added advantage that SDRs used in hybrid capital arrangements can leverage even further lending.; The World Bank example is cited for implementing debt pause clauses for natural disasters.",3,Global Citizen,Global Citizen,CSOs and Other Organizations
46,4,2,European Investment Bank,"Les banques publiques de développement jouent plusieurs rôles dans ce texte. Elles sont impliquées dans la mise en place de mécanismes utilisant les Droits de Tirage Spéciaux (SDR) pour le financement du développement et du climat, en particulier avec la Banque africaine de développement qui initie l'utilisation des SDR pour du capital hybride. Elles sont aussi mentionnées dans le cadre de la mise en place de clauses de pause de la dette, qui pourraient aider les pays touchés par des chocs externes. Les BPD ont un rôle clé dans le recyclage des SDR pour des investissements durables, et elles pourraient également être impliquées dans des initiatives pour la transparence et le suivi de la finance climatique.","Ensuring that the new mechanism of the African Development Bank (AfDB) can start working, paving the way for other MDBs to set up similar mechanisms.; As part of the FfD4 process, the international community could agree to include these clauses by default in any new loan agreements: This should include all relevant bilateral development banks and development finance institutions.; Multilateral Development Banks (MDBs) appear to be the most fruitful channel for immediate recycling, with the added advantage that SDRs used in hybrid capital arrangements can leverage even further lending.; The World Bank example is cited for implementing debt pause clauses for natural disasters.",3,Global Citizen,Global Citizen,CSOs and Other Organizations
46,4,2,Multilateral Development Banks,"Les banques publiques de développement jouent plusieurs rôles dans ce texte. Elles sont impliquées dans la mise en place de mécanismes utilisant les Droits de Tirage Spéciaux (SDR) pour le financement du développement et du climat, en particulier avec la Banque africaine de développement qui initie l'utilisation des SDR pour du capital hybride. Elles sont aussi mentionnées dans le cadre de la mise en place de clauses de pause de la dette, qui pourraient aider les pays touchés par des chocs externes. Les BPD ont un rôle clé dans le recyclage des SDR pour des investissements durables, et elles pourraient également être impliquées dans des initiatives pour la transparence et le suivi de la finance climatique.","Ensuring that the new mechanism of the African Development Bank (AfDB) can start working, paving the way for other MDBs to set up similar mechanisms.; As part of the FfD4 process, the international community could agree to include these clauses by default in any new loan agreements: This should include all relevant bilateral development banks and development finance institutions.; Multilateral Development Banks (MDBs) appear to be the most fruitful channel for immediate recycling, with the added advantage that SDRs used in hybrid capital arrangements can leverage even further lending.; The World Bank example is cited for implementing debt pause clauses for natural disasters.",3,Global Citizen,Global Citizen,CSOs and Other Organizations
49,7,4,global partnership for education,"Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement international de l'éducation, en particulier dans les pays à faible revenu. Elles contribuent à mobiliser des fonds supplémentaires à travers des mécanismes innovants, tels que le Fonds multiplicateur de GPE, qui incite les apports financiers des secteurs public et privé. Les BPD soutiennent également des initiatives comme Debt2Ed, qui aide les pays à alléger leur dette tout en augmentant les investissements dans l'éducation. Les BPD, incluant la Banque Mondiale et la Banque Islamique de Développement, participent au co-financement avec le GPE, libérant des financements pour l'éducation de pays partenaires. Elles sont également impliquées dans des initiatives telles que le projet BRACE, en partenariat avec le GPE, pour renforcer la résilience climatique des systèmes éducatifs.",L'initiative GPE Multiplier qui mobilise des fonds de cofinancement.; Le mécanisme Debt2Ed pour réduire la dette tout en finançant l'éducation.; Collaboration avec la Banque islamique de développement dans l'initiative ACG SmartEd.,4,GPE,GPE,CSOs and Other Organizations
49,7,4,World Bank,"Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement international de l'éducation, en particulier dans les pays à faible revenu. Elles contribuent à mobiliser des fonds supplémentaires à travers des mécanismes innovants, tels que le Fonds multiplicateur de GPE, qui incite les apports financiers des secteurs public et privé. Les BPD soutiennent également des initiatives comme Debt2Ed, qui aide les pays à alléger leur dette tout en augmentant les investissements dans l'éducation. Les BPD, incluant la Banque Mondiale et la Banque Islamique de Développement, participent au co-financement avec le GPE, libérant des financements pour l'éducation de pays partenaires. Elles sont également impliquées dans des initiatives telles que le projet BRACE, en partenariat avec le GPE, pour renforcer la résilience climatique des systèmes éducatifs.",L'initiative GPE Multiplier qui mobilise des fonds de cofinancement.; Le mécanisme Debt2Ed pour réduire la dette tout en finançant l'éducation.; Collaboration avec la Banque islamique de développement dans l'initiative ACG SmartEd.,4,GPE,GPE,CSOs and Other Organizations
49,7,4,islamic development bank,"Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement international de l'éducation, en particulier dans les pays à faible revenu. Elles contribuent à mobiliser des fonds supplémentaires à travers des mécanismes innovants, tels que le Fonds multiplicateur de GPE, qui incite les apports financiers des secteurs public et privé. Les BPD soutiennent également des initiatives comme Debt2Ed, qui aide les pays à alléger leur dette tout en augmentant les investissements dans l'éducation. Les BPD, incluant la Banque Mondiale et la Banque Islamique de Développement, participent au co-financement avec le GPE, libérant des financements pour l'éducation de pays partenaires. Elles sont également impliquées dans des initiatives telles que le projet BRACE, en partenariat avec le GPE, pour renforcer la résilience climatique des systèmes éducatifs.",L'initiative GPE Multiplier qui mobilise des fonds de cofinancement.; Le mécanisme Debt2Ed pour réduire la dette tout en finançant l'éducation.; Collaboration avec la Banque islamique de développement dans l'initiative ACG SmartEd.,4,GPE,GPE,CSOs and Other Organizations
49,7,4,development banks,"Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement international de l'éducation, en particulier dans les pays à faible revenu. Elles contribuent à mobiliser des fonds supplémentaires à travers des mécanismes innovants, tels que le Fonds multiplicateur de GPE, qui incite les apports financiers des secteurs public et privé. Les BPD soutiennent également des initiatives comme Debt2Ed, qui aide les pays à alléger leur dette tout en augmentant les investissements dans l'éducation. Les BPD, incluant la Banque Mondiale et la Banque Islamique de Développement, participent au co-financement avec le GPE, libérant des financements pour l'éducation de pays partenaires. Elles sont également impliquées dans des initiatives telles que le projet BRACE, en partenariat avec le GPE, pour renforcer la résilience climatique des systèmes éducatifs.",L'initiative GPE Multiplier qui mobilise des fonds de cofinancement.; Le mécanisme Debt2Ed pour réduire la dette tout en finançant l'éducation.; Collaboration avec la Banque islamique de développement dans l'initiative ACG SmartEd.,4,GPE,GPE,CSOs and Other Organizations
49,7,4,green climate fund,"Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement international de l'éducation, en particulier dans les pays à faible revenu. Elles contribuent à mobiliser des fonds supplémentaires à travers des mécanismes innovants, tels que le Fonds multiplicateur de GPE, qui incite les apports financiers des secteurs public et privé. Les BPD soutiennent également des initiatives comme Debt2Ed, qui aide les pays à alléger leur dette tout en augmentant les investissements dans l'éducation. Les BPD, incluant la Banque Mondiale et la Banque Islamique de Développement, participent au co-financement avec le GPE, libérant des financements pour l'éducation de pays partenaires. Elles sont également impliquées dans des initiatives telles que le projet BRACE, en partenariat avec le GPE, pour renforcer la résilience climatique des systèmes éducatifs.",L'initiative GPE Multiplier qui mobilise des fonds de cofinancement.; Le mécanisme Debt2Ed pour réduire la dette tout en finançant l'éducation.; Collaboration avec la Banque islamique de développement dans l'initiative ACG SmartEd.,4,GPE,GPE,CSOs and Other Organizations
50,3,4,Multilateral Development Banks,"Les banques publiques de développement sont identifiées comme des institutions essentielles pour l'alignement avec les objectifs de la coopération au développement efficace. Elles sont pressenties pour accroître leur financement en direction des défis critiques du développement durable, basés sur les besoins et intérêts des pays partenaires. Le texte souligne l'importance d'une structure de gouvernance plus inclusive et adaptable au sein des BPD pour permettre une approche plus équitable dans le financement du développement.",Advocate for the International Financial Institutions (IFIs) and Multilateral Development Banks (MDBs) to better align with the objectives of effective development co-operation.; These institutions must prioritise financing of the most critical challenges for sustainable development.,3,GPEDC,GPEDC,CSOs and Other Organizations
50,3,4,International Financial Institutions,"Les banques publiques de développement sont identifiées comme des institutions essentielles pour l'alignement avec les objectifs de la coopération au développement efficace. Elles sont pressenties pour accroître leur financement en direction des défis critiques du développement durable, basés sur les besoins et intérêts des pays partenaires. Le texte souligne l'importance d'une structure de gouvernance plus inclusive et adaptable au sein des BPD pour permettre une approche plus équitable dans le financement du développement.",Advocate for the International Financial Institutions (IFIs) and Multilateral Development Banks (MDBs) to better align with the objectives of effective development co-operation.; These institutions must prioritise financing of the most critical challenges for sustainable development.,3,GPEDC,GPEDC,CSOs and Other Organizations
51,0,2,World Bank,"Le texte met en avant les rôles des banques publiques de développement (BPD) de manière implicite via des discussions sur le financement du développement et l'infrastructure des données. Bien qu'il ne mentionne pas directement les BPD, ces institutions interviennent souvent dans l'amélioration des systèmes statistiques nationaux, fournissant des ressources techniques et financières essentielles au développement durable des systèmes de données. Les BPD sont sous-entendues lorsqu'il est question de coopération internationale et de soutien au développement des capacités et des ressources des pays en développement.",Multilateral development banks and development finance institutions should improve investment disclosure and make more granular default and recovery data in the Global Emerging Markets Database (GEMs).,3,GPSDD,GPSDD,CSOs and Other Organizations
51,0,2,afd,"Le texte met en avant les rôles des banques publiques de développement (BPD) de manière implicite via des discussions sur le financement du développement et l'infrastructure des données. Bien qu'il ne mentionne pas directement les BPD, ces institutions interviennent souvent dans l'amélioration des systèmes statistiques nationaux, fournissant des ressources techniques et financières essentielles au développement durable des systèmes de données. Les BPD sont sous-entendues lorsqu'il est question de coopération internationale et de soutien au développement des capacités et des ressources des pays en développement.",Multilateral development banks and development finance institutions should improve investment disclosure and make more granular default and recovery data in the Global Emerging Markets Database (GEMs).,3,GPSDD,GPSDD,CSOs and Other Organizations
53,2,3,European Investment Bank,"Les banques publiques de développement (BPD) jouent un rôle crucial dans l'utilisation de mécanismes de financement mixte pour attirer les capitaux privés vers des projets à fort impact, notamment dans les marchés émergents et les économies en développement. Elles utilisent des outils de réduction des risques tels que les garanties, l'assurance contre les risques politiques et les prêts concessionnels, pour rendre les investissements plus attractifs pour le secteur privé. Les BPD travaillent également à collaborer avec les investisseurs locaux et les institutions financières pour maintenir le capital en devises locales afin de réduire la volatilité des changes. De plus, en tant qu'institutions ayant une expertise du marché local, elles aident à concevoir des stratégies financières adaptées aux besoins socio-économiques locaux.","Public Development Banks (PDBs), investors can mitigate these risks; Development Finance Institutions (DFIs) and Multilateral Development Banks (MDBs) play a key role, using de-risking tools; Blended finance bridges the public and private sectors, where Public Development Banks (PDBs) should serve as key partners",4,GSG Impact _ Collective,GSG Impact _ Collective,CSOs and Other Organizations
53,2,3,brazilian development bank,"Les banques publiques de développement (BPD) jouent un rôle crucial dans l'utilisation de mécanismes de financement mixte pour attirer les capitaux privés vers des projets à fort impact, notamment dans les marchés émergents et les économies en développement. Elles utilisent des outils de réduction des risques tels que les garanties, l'assurance contre les risques politiques et les prêts concessionnels, pour rendre les investissements plus attractifs pour le secteur privé. Les BPD travaillent également à collaborer avec les investisseurs locaux et les institutions financières pour maintenir le capital en devises locales afin de réduire la volatilité des changes. De plus, en tant qu'institutions ayant une expertise du marché local, elles aident à concevoir des stratégies financières adaptées aux besoins socio-économiques locaux.","Public Development Banks (PDBs), investors can mitigate these risks; Development Finance Institutions (DFIs) and Multilateral Development Banks (MDBs) play a key role, using de-risking tools; Blended finance bridges the public and private sectors, where Public Development Banks (PDBs) should serve as key partners",4,GSG Impact _ Collective,GSG Impact _ Collective,CSOs and Other Organizations
53,2,3,World Bank,"Les banques publiques de développement (BPD) jouent un rôle crucial dans l'utilisation de mécanismes de financement mixte pour attirer les capitaux privés vers des projets à fort impact, notamment dans les marchés émergents et les économies en développement. Elles utilisent des outils de réduction des risques tels que les garanties, l'assurance contre les risques politiques et les prêts concessionnels, pour rendre les investissements plus attractifs pour le secteur privé. Les BPD travaillent également à collaborer avec les investisseurs locaux et les institutions financières pour maintenir le capital en devises locales afin de réduire la volatilité des changes. De plus, en tant qu'institutions ayant une expertise du marché local, elles aident à concevoir des stratégies financières adaptées aux besoins socio-économiques locaux.","Public Development Banks (PDBs), investors can mitigate these risks; Development Finance Institutions (DFIs) and Multilateral Development Banks (MDBs) play a key role, using de-risking tools; Blended finance bridges the public and private sectors, where Public Development Banks (PDBs) should serve as key partners",4,GSG Impact _ Collective,GSG Impact _ Collective,CSOs and Other Organizations
53,2,3,u.s. international development finance corporation,"Les banques publiques de développement (BPD) jouent un rôle crucial dans l'utilisation de mécanismes de financement mixte pour attirer les capitaux privés vers des projets à fort impact, notamment dans les marchés émergents et les économies en développement. Elles utilisent des outils de réduction des risques tels que les garanties, l'assurance contre les risques politiques et les prêts concessionnels, pour rendre les investissements plus attractifs pour le secteur privé. Les BPD travaillent également à collaborer avec les investisseurs locaux et les institutions financières pour maintenir le capital en devises locales afin de réduire la volatilité des changes. De plus, en tant qu'institutions ayant une expertise du marché local, elles aident à concevoir des stratégies financières adaptées aux besoins socio-économiques locaux.","Public Development Banks (PDBs), investors can mitigate these risks; Development Finance Institutions (DFIs) and Multilateral Development Banks (MDBs) play a key role, using de-risking tools; Blended finance bridges the public and private sectors, where Public Development Banks (PDBs) should serve as key partners",4,GSG Impact _ Collective,GSG Impact _ Collective,CSOs and Other Organizations
55,2,3,World Bank,Les banques publiques de développement sont implicites dans leur rôle de mobilisation de ressources internationales et de coordination avec des outils de données comme l'IATI. Elles sont mentionnées comme participant à l'élaboration de rapports et suivis des flux financiers pour aligner ces derniers avec les Objectifs de Développement Durable (ODD). Elles sont également impliquées dans la standardisation et le suivi des flux de développement et financements humanitaires en soutien à des initiatives globales comme le Grand Bargain.,GAFS — The Global Alliance for Food Security (jointly convened by the World Bank Group and the German G7 Presidency) — is using IATI to access real-time data.; The African Development Bank has adopted the IATI Standard to publish data on the result of their development spending.,3,IATI,IATI,CSOs and Other Organizations
55,2,3,African Development Bank,Les banques publiques de développement sont implicites dans leur rôle de mobilisation de ressources internationales et de coordination avec des outils de données comme l'IATI. Elles sont mentionnées comme participant à l'élaboration de rapports et suivis des flux financiers pour aligner ces derniers avec les Objectifs de Développement Durable (ODD). Elles sont également impliquées dans la standardisation et le suivi des flux de développement et financements humanitaires en soutien à des initiatives globales comme le Grand Bargain.,GAFS — The Global Alliance for Food Security (jointly convened by the World Bank Group and the German G7 Presidency) — is using IATI to access real-time data.; The African Development Bank has adopted the IATI Standard to publish data on the result of their development spending.,3,IATI,IATI,CSOs and Other Organizations
56,2,3,World Bank,"Le texte mentionne que les banques publiques de développement comme la Banque Mondiale jouent un rôle crucial dans la restructuration de la dette, notamment par le biais de garanties partielles pour les créanciers privés, facilitant les négociations sur l'annulation de dettes et appuyant la coordination des créanciers au niveau international. Elles sont impliquées dans la mise en place de nouveaux cadres de conduite universels et collaborent avec d'autres institutions financières pour intégrer les objectifs climatiques dans les analyses de soutenabilité de la dette.","Create Guarantee facility at the World Bank for green and inclusive reconstruction that would provide partial guarantees for restructured debt of private creditors.; The new Global Sovereign Debt Roundtable, jointly led by the IMF, the World Bank and the G20 presidency, is a good initiative.",4,IDOS _Debt and Debt Sustainability_,IDOS _Debt and Debt Sustainability_,CSOs and Other Organizations
59,3,5,World Bank,"Les BPD jouent plusieurs rôles essentiels dans le texte. Elles sont impliquées dans le soutien à la résilience des Petits États Insulaires en Développement (PEID) face aux impacts du changement climatique et aux difficultés économiques. Elles fournissent des conseils stratégiques, mettent en place des infrastructures de financement pour le développement de la résilience et participent à des initiatives innovantes comme la gestion du service de la dette via la réorganisation et la restructuration des dettes. Les BPD aident aussi à élaborer des stratégies de développement et de financement pour soutenir les objectifs de développement durable des PEID et d'autres pays en développement.","The SAG also includes representatives of World Bank, Asian Development Bank, Caribbean Development Bank and United Nations Economic Commission.; ...regional hubs, equipping them with the skills and knowledge needed to navigate legal and commercial issues.",4,IIED _SIDS Debt Sustainability Support Service_,IIED _SIDS Debt Sustainability Support Service_,CSOs and Other Organizations
59,3,5,Asian Development Bank,"Les BPD jouent plusieurs rôles essentiels dans le texte. Elles sont impliquées dans le soutien à la résilience des Petits États Insulaires en Développement (PEID) face aux impacts du changement climatique et aux difficultés économiques. Elles fournissent des conseils stratégiques, mettent en place des infrastructures de financement pour le développement de la résilience et participent à des initiatives innovantes comme la gestion du service de la dette via la réorganisation et la restructuration des dettes. Les BPD aident aussi à élaborer des stratégies de développement et de financement pour soutenir les objectifs de développement durable des PEID et d'autres pays en développement.","The SAG also includes representatives of World Bank, Asian Development Bank, Caribbean Development Bank and United Nations Economic Commission.; ...regional hubs, equipping them with the skills and knowledge needed to navigate legal and commercial issues.",4,IIED _SIDS Debt Sustainability Support Service_,IIED _SIDS Debt Sustainability Support Service_,CSOs and Other Organizations
59,3,5,caribbean development bank,"Les BPD jouent plusieurs rôles essentiels dans le texte. Elles sont impliquées dans le soutien à la résilience des Petits États Insulaires en Développement (PEID) face aux impacts du changement climatique et aux difficultés économiques. Elles fournissent des conseils stratégiques, mettent en place des infrastructures de financement pour le développement de la résilience et participent à des initiatives innovantes comme la gestion du service de la dette via la réorganisation et la restructuration des dettes. Les BPD aident aussi à élaborer des stratégies de développement et de financement pour soutenir les objectifs de développement durable des PEID et d'autres pays en développement.","The SAG also includes representatives of World Bank, Asian Development Bank, Caribbean Development Bank and United Nations Economic Commission.; ...regional hubs, equipping them with the skills and knowledge needed to navigate legal and commercial issues.",4,IIED _SIDS Debt Sustainability Support Service_,IIED _SIDS Debt Sustainability Support Service_,CSOs and Other Organizations
